"Permis_Numéro","Permis_Date_de_début","Permis_Date_de_fin","Gardien_Territoire_ex_villes","Animal_Type_de_permis","Animal_Nom","Animal_Catégorie_race_primaire_de_chiens","Animal_Race_primaire_des_chiens","Animal_Race_croisé_des_chiens","Animal_Sexe","Animal_Couleur","Animal_Date_de_naissance","Animal_Vaccination","Animal_Stérilisation","Animal_Poids_kg","Animal_Micropuce","Animal_Potentiellement_dangereux"
"165890","2019-06-26","2020-06-26","Saint-François","Chien","Cognac","Chiens de compagnie","Shih Tzu","schnauzer nain","Mâle","Beige et blanc","2008-02-01","1","1","6,8","0","0"
"67399","2019-03-20","2020-03-18","Laval-des-Rapides","Chat","Guidoune","","","","Femelle","grise","2012-05-14","1","1","6","0","0"
"67732","2019-08-16","2020-08-16","Fabreville","Chat","croquette","","","Autre","Femelle","lilas tabby point","0000-00-00","0","1","5","1","0"
"174524","2019-10-11","2020-10-11","Auteuil","Chien","Buster","Terriers","Terrier du révérend Russell","","Mâle","blanc","2009-04-30","1","1","7","0","0"
"173248","2019-05-24","2020-05-23","Fabreville","Chien","Tiloup","Terriers","Terrier du révérend Russell","Autre","Mâle","Blanc","2012-12-25","1","1","10","1","0"
"173712","2019-08-02","2020-08-02","Fabreville","Chien","Chichi Mendez","Chiens nains","chihuahua a poil long","","Femelle","Noir","2018-11-11","1","0","0","0","0"
"171154","2019-11-27","2020-11-27","Laval-Ouest","Chien","Loki","","Autre","Autre","Mâle","Carmel","2012-01-11","0","1","51","1","0"
"170244","2019-11-29","2020-11-29","Laval-des-Rapides","Chien","Lila","Chiens de sport","Épagneul cocker américain","Caniche nain","Femelle","Blond","2011-01-01","1","1","10,8","1","0"
"60579","2019-02-07","2020-02-06","Auteuil","Chat","Emma","","","","Femelle","Calico","2015-03-19","1","1","6,3","1","0"
"173744","2019-08-05","2020-08-05","Vimont","Chien","Chado","Chiens nains","Caniche nain","","Mâle","Beige","2009-01-28","1","1","5","1","0"
"67415","2019-04-16","2020-04-16","Fabreville","Chat","Pipa","","","Autre","Femelle","Tricolore","0000-00-00","1","1","5","1","0"
"65368","2019-07-22","2020-07-22","Duvernay","Chat","Kiki(Perdu)","","","","Mâle","Beige","2007-09-24","0","1","0","1","0"
"160586","2019-02-21","2020-02-21","Chomedey","Chien","Idi","Chiens de sport","retriever doré","","Mâle","Blond","2011-01-01","1","1","45","1","0"
"166633","2019-05-14","2020-05-14","Chomedey","Chien","Heva","Chiens de sport","Épagneul cocker anglais","","Femelle","Feu et or","2012-11-30","0","0","11","1","0"
"63132","2019-08-29","2020-08-29","Chomedey","Chat","Soya","","","","Femelle","Brun doré","2006-07-10","1","1","2,26","0","0"
"166793","2019-08-22","2020-08-22","Vimont","Chien","Milo","Terriers","schnauzer nain","Autre","Mâle","Noir","2018-03-16","1","1","4,1","1","0"
"162550","2019-07-11","2020-07-11","Saint-François","Chien","Rafale","Chiens de travail","Husky sibérien","","Femelle","Blanc","2008-01-10","0","1","20,41","1","0"
"67666","2019-05-22","2020-05-21","Fabreville","Chat","Charlotte","","","","Femelle","Tigre","2010-01-01","0","1","4,6","1","0"
"161981","2019-09-09","2020-09-09","Pont-Viau","Chien","Charlot","Chiens de sport","petit épagneul de munster","Autre","Mâle","","2011-06-25","0","1","0","1","0"
"176183","2019-02-27","2020-02-27","Fabreville","Chien","Tito","Chiens nains","chihuahua a poil court","Autre","Mâle","brun roux","2009-06-17","0","1","6,7","1","0"
"67811","2019-08-23","2020-08-23","Laval-des-Rapides","Chat","Gaia ","","","Autre","Femelle","orange blanc","2014-05-06","0","1","5","1","0"
"161921","2019-04-11","2020-04-09","Vimont","Chien","Théo","Chiens nains","Caniche nain","","Mâle","noir","2015-01-01","1","0","2","1","0"
"66364","2019-01-21","2020-01-20","Fabreville","Chat","Nolan","","","","Femelle","Noir","2017-01-03","0","1","3,62","1","0"
"63064","2019-06-05","2020-06-03","Laval-des-Rapides","Chat","Titan","","","","Mâle","noir","2010-08-01","0","1","0","0","0"
"174570","2019-10-08","2020-10-08","Vimont","Chien","Blake","Chiens de travail","Husky sibérien","","Mâle","blanc et noir","2014-08-26","0","1","0","1","0"
"174086","2019-09-20","2020-09-19","Auteuil","Chien","Charlie","Chiens nains","Bichon maltais","Caniche nain","Mâle","Blanc","2016-11-16","0","1","8","1","0"
"175183","2019-12-06","2020-12-06","Chomedey","Chien","Milou","Chiens de berger","Berger Shetland","","Mâle","tricolor","2008-01-01","1","1","7","1","0"
"176621","2019-01-22","2020-01-22","Sainte-Rose","Chien","Mao","Chiens de travail","Bouvier bernois","Grand caniche","Femelle","Noir et blanc","2018-08-30","1","0","14","0","0"
"67307","2019-02-26","2020-02-25","Chomedey","Chat","Sophie","","","Autre","Femelle","Brun","2013-07-17","0","1","6","1","0"
"62860","2019-08-07","2020-08-07","Saint-Vincent-de-Paul","Chat","Méo","","","","Mâle","Noir beige","2004-09-09","0","1","7,3","0","0"
"176722","2019-03-08","2020-03-08","Laval-Ouest","Chien","Maggie","Chiens nains","Terrier du Yorkshire","","Femelle","Noir et tan","2010-11-17","0","1","2,26","1","0"
"173162","2019-05-29","2020-05-28","Vimont","Chien","Cody","Chiens nains","Terrier du Yorkshire","","Mâle","Noir brun blond","2018-09-08","1","1","3","1","0"
"163893","2019-09-19","2020-09-19","Laval-Ouest","Chien","Don","Terriers","Terrier du révérend Russell","","Mâle","Blanc","0000-00-00","0","1","12","0","0"
"177231","2019-06-26","2020-06-26","Auteuil","Chien","Daisy","Chiens de travail","Boxer","retriever labrador","Femelle","Beige","2018-08-06","1","1","27","1","0"
"66702","2019-06-19","2020-06-18","Sainte-Rose","Chat","Mi-Mo","","","Autre","Femelle","écaille de tortue","2019-03-11","1","1","1","1","0"
"175077","2019-08-09","2020-08-09","Pont-Viau","Chien","Jack","Chiens de travail","schnauzer standard","","Mâle","gris et noir","2013-07-02","0","1","11,33","1","0"
"64924","2019-07-03","2020-07-03","Saint-François","Chat","fripon","","","","Mâle","gris et blanc","2007-07-17","0","1","4,08","1","0"
"167013","2019-06-17","2020-06-17","Saint-François","Chien","P'tit-loup","Chiens nains","Terrier du Yorkshire","Autre","Mâle","Noir et feu","2011-10-01","1","1","4,5","1","0"
"68507","2019-11-27","2020-11-27","Saint-Vincent-de-Paul","Chat","Nini","","","","Femelle","grise","2012-07-01","0","0","4,53","1","0"
"67851","2019-08-21","2020-08-21","Saint-François","Chat","Nelly","","","Autre","Femelle","seal point","2017-12-23","0","1","3","1","0"
"66530","2019-04-26","2020-04-25","Vimont","Chat","Tite toune","","","","Femelle","Noir et blanc","2010-04-10","1","1","6,5","0","0"
"60233","2019-02-15","2020-02-15","Laval-des-Rapides","Chat","Lily","","","","Femelle","Roux","2016-07-02","1","0","4,3","1","0"
"171283","2019-10-07","2020-10-07","Saint-Vincent-de-Paul","Chien","Inuk","Chiens nains","chihuahua a poil court","","Mâle","blanc","2012-03-13","0","1","3,4","1","0"
"68012","2019-10-04","2020-10-03","Sainte-Dorothée","Chat","Panthera","","","Autre","Femelle","noir","2018-09-01","1","1","0","1","0"
"174311","2019-09-30","2020-09-29","Sainte-Dorothée","Chien","Luna","Chiens nains","Caniche nain","","Femelle","abricot","2019-06-12","0","0","2","0","0"
"173003","2019-05-01","2020-05-01","Saint-François","Chien","Pitchou","Chiens de compagnie","Caniche moyen","","Mâle","noir","2010-08-01","0","1","0","0","0"
"162451","2019-07-16","2020-07-14","Fabreville","Chien","Pounky","","Inconnu","Autre","Femelle","noir et Blanc","2007-01-01","0","1","0","1","0"
"67170","2019-06-19","2020-06-18","Saint-François","Chat","Miumiu","","","Autre","Femelle","tricolore","2004-01-01","1","0","2","0","0"
"171337","2019-10-18","2020-10-17","Laval-des-Rapides","Chien","Shadow","Terriers","Americain de Staffordshire","retriever labrador","Mâle","Noir","2013-04-18","1","1","40","0","0"
"68358","2019-11-18","2020-11-16","Chomedey","Chat","B.B.","","","Autre","Mâle","Gris Blanc","2019-03-29","0","1","0","1","0"
"66606","2019-06-16","2020-06-16","Saint-Vincent-de-Paul","Chat","Fenrir","","","Autre","Mâle","Orange et blanc","2018-05-14","0","1","3","1","0"
"176210","2019-04-15","2020-04-15","Auteuil","Chien","Luna","Chiens de travail","Husky sibérien","Autre","Femelle","Blanc et gris","2014-05-14","1","1","20","0","0"
"66909","2019-05-28","2020-05-28","Fabreville","Chat","Noireau","","","","Mâle","Noir","2012-01-01","0","1","0","0","0"
"65800","2019-05-12","2020-05-12","Pont-Viau","Chat","Freya","","","Autre","Femelle","Blanc","2012-05-01","0","1","0","1","0"
"177181","2019-07-15","2020-07-15","Duvernay","Chien","Momo","Chiens nains","Terrier du Yorkshire","Autre","Mâle","gris et beige","2012-01-01","0","1","4,98","1","0"
"174813","2019-11-04","2020-11-04","Vimont","Chien","Az","Chiens de compagnie","Caniche moyen","","Mâle","Crème beige ","2019-02-25","0","0","18","0","0"
"68451","2019-11-26","2020-11-26","Chomedey","Chat","Maya","","","Autre","Femelle","Brun","2017-10-26","0","1","3","1","0"
"67025","2019-05-15","2020-05-15","Chomedey","Chat","Chanel","","","Autre","Femelle","Arlequin roux","2017-05-30","1","1","0","1","0"
"66729","2019-07-18","2020-07-17","Laval-des-Rapides","Chat","Mouchou","","","Autre","Mâle","roux","2009-02-01","1","1","7","1","0"
"166640","2019-06-07","2020-06-06","Fabreville","Chien","Misty","Chiens nains","Épagneul Cavalier King Charles","","Femelle","","0000-00-00","0","1","0","1","0"
"64923","2019-06-15","2020-06-13","Vimont","Chat","Choupette","","","","Femelle","","2014-04-05","0","1","2,3","1","0"
"173703","2019-08-02","2020-08-01","Pont-Viau","Chien","Nova","Chiens de travail","Husky sibérien","","Femelle","gris blanc","2018-12-25","0","1","13","1","0"
"64826","2019-07-31","2020-07-29","Fabreville","Chat","Tite-plume","","","Autre","Femelle","calico","2015-06-01","1","1","0","0","0"
"177420","2019-08-27","2020-08-27","Chomedey","Chien","Tali","Chiens de berger","Berger Allemand","Autre","Femelle","Feu noir","2013-10-18","1","1","43","0","0"
"60670","2019-02-04","2020-02-03","Sainte-Dorothée","Chat","Frrrodon","","","","Mâle","Noir et blanc","2008-11-01","1","1","4","1","0"
"67499","2019-09-20","2020-09-20","Chomedey","Chat","Minou","","","Autre","Mâle","Brun","2016-01-01","1","1","4","1","0"
"161311","2019-07-04","2020-07-03","Laval-des-Rapides","Chien","Maya","Chiens de compagnie","Shih Tzu","Caniche nain","Femelle","Beige Blanc","2017-03-01","0","1","2","1","0"
"174823","2019-11-05","2020-11-05","Duvernay","Chien","Mika","Chiens de travail","Boxer","Autre","Femelle","Caramel","2012-02-21","1","1","27","1","0"
"174521","2019-10-11","2020-10-01","Sainte-Rose","Chien","Matar","","Labernois","","Mâle","gold","2018-12-10","0","1","30","1","0"
"172558","2019-03-19","2020-03-18","Chomedey","Chien","Dobby","Chiens de sport","retriever labrador","retriever doré","Femelle","Beige","2018-10-26","0","0","23","0","0"
"172539","2019-03-20","2020-03-18","Chomedey","Chien","Gucci","Chiens nains","chihuahua a poil court","","Inconnu","brun","2009-04-03","0","1","2","0","0"
"172709","2019-03-28","2020-03-26","Pont-Viau","Chien","Zoey","Chiens de sport","retriever doré","Autre","Femelle","blonde","2014-02-14","1","1","22","1","0"
"160288","2019-02-01","2020-02-01","Laval-des-Rapides","Chien","Lucky","Chiens nains","Caniche nain","schnauzer nain","Femelle","Noir/beige","2010-11-17","0","1","0","0","0"
"162247","2019-05-06","2020-05-04","Sainte-Dorothée","Chien","Wini","Chiens nains","Terrier du Yorkshire","Autre","Mâle","noir feu","2009-01-20","0","1","4,08","1","0"
"67176","2019-06-21","2020-06-20","Laval-des-Rapides","Chat","Adèle","","","Autre","Femelle","Brun rayé noir","2012-11-01","1","1","6","1","0"
"174954","2019-11-19","2020-11-19","Fabreville","Chien","Kovu","Chiens de berger","Border Colley","","Mâle","Brun blanc","2019-02-03","1","0","23","0","0"
"176864","2019-04-18","2020-04-18","Fabreville","Chien","Fritz","Chiens de compagnie","Grand caniche","","Mâle","Bringé gris","2018-11-28","1","1","23","1","0"
"65766","2019-10-30","2020-10-30","Duvernay","Chat","Popcorn","","","","Mâle","Rouge","2015-04-01","1","1","5","1","0"
"172881","2019-04-29","2020-04-29","Pont-Viau","Chien","Benjamain","Chiens nains","chihuahua a poil long","Terrier du révérend Russell","Mâle","Blanc/beige","2010-12-01","0","1","9","1","0"
"162407","2019-04-23","2020-04-23","Chomedey","Chien","Romeo","Chiens nains","nain pinscher","","Mâle","Brun","2009-02-27","1","1","4,08","1","0"
"168814","2019-08-06","2020-08-06","Auteuil","Chien","Whisky","Chiens nains","Terrier du Yorkshire","","Mâle","Feu","2018-01-14","0","0","1,8","1","0"
"64834","2019-08-01","2020-08-01","Duvernay","Chat","Bummy","","","","Femelle","blanc et noir","0000-00-00","0","1","5","0","0"
"162854","2019-03-15","2020-03-15","Vimont","Chien","Bobine","Chiens de compagnie","Grand caniche","","Femelle","Noir","2008-08-04","0","1","20","0","0"
"166533","2019-07-03","2020-07-03","Auteuil","Chien","Bella","Chiens de compagnie","Shih Tzu","","Femelle","Beige","2015-12-21","0","1","5,4","1","0"
"64265","2019-08-15","2020-08-15","Fabreville","Chat","Minoune","","","","Inconnu","tigrée blanc foncé","2009-06-22","0","1","3,5","1","0"
"160478","2019-05-20","2020-05-20","Sainte-Dorothée","Chien","Max","Chiens nains","Carlin","Beagle","Mâle","Beige","2009-07-25","1","1","20,4","1","0"
"160365","2019-02-20","2020-02-19","Sainte-Dorothée","Chien","Malika","Chiens de sport","retriever doré","","Femelle","Brun-roux","2013-01-01","1","1","38,55","0","0"
"63361","2019-06-04","2020-06-03","Chomedey","Chat","Mlle Charlotte","","","","Femelle","Calico","2016-01-01","1","1","4,5","1","0"
"66688","2019-09-11","2020-09-11","Chomedey","Chat","Mousse","","","Autre","Femelle","Caramel","2015-10-15","0","1","0","1","0"
"66777","2019-03-05","2020-03-05","Sainte-Dorothée","Chat","Miou","","","Autre","Mâle","blanc et noir","2013-04-30","1","1","3,89","0","0"
"61731","2019-08-20","2020-08-20","Pont-Viau","Chat","La fille","","","","Femelle","calico","2012-01-01","0","1","0","1","0"
"176646","2019-02-01","2020-02-01","Auteuil","Chien","Luna","Chiens de sport","Épagneul cocker anglais","Caniche nain","Femelle","blanc-beige","2017-06-14","0","0","7,2","0","0"
"177290","2019-07-03","2020-07-03","Sainte-Dorothée","Chien","Rosie","Chiens nains","Caniche nain","","Femelle","Gris beige","2001-07-02","0","0","1","0","0"
"165972","2019-10-02","2020-10-02","Sainte-Rose","Chien","Gucci","Chiens nains","Bichon maltais","Autre","Mâle","Blanc","2011-01-01","1","1","0","0","0"
"169770","2019-06-27","2020-06-27","Sainte-Dorothée","Chien","Maya","Chiens de travail","Boxer","Pitbull","Femelle","Brun","2012-04-17","1","1","20,4","1","0"
"174614","2019-10-22","2020-10-22","Laval-des-Rapides","Chien","Lucky","Chiens de travail","Husky sibérien","retriever labrador","Mâle","Noir, blanc et beige ","2013-06-06","0","0","0","0","0"
"168595","2019-08-07","2020-08-07","Fabreville","Chien","Skipper","Chiens de sport","retriever labrador","","Mâle","Blond","2015-12-01","0","1","24","1","0"
"174987","2019-11-22","2020-11-22","Sainte-Rose","Chien","Meeko","Chiens nains","nain pinscher","","Mâle","brun","2014-07-24","1","1","2","0","0"
"177348","2019-07-07","2020-07-06","Sainte-Rose","Chien","Blitz","Terriers","Terrier Cairn","","Inconnu","Beige","2011-10-01","0","1","9","1","0"
"66813","2019-04-05","2020-04-05","Fabreville","Chat","Minet","","","","Mâle","Gris et Blanc","2013-01-01","0","1","5","0","0"
"162932","2019-05-07","2020-05-07","Saint-François","Chien","Rosita","Chiens de compagnie","Shih Tzu","Autre","Femelle","Blanc et beige","0000-00-00","0","0","0","0","0"
"174083","2019-09-20","2020-09-20","Chomedey","Chien","Wisky","Chiens nains","chihuahua a poil court","Autre","Mâle","Beige","2010-01-01","1","0","3,62","0","0"
"172597","2019-04-05","2020-04-05","Laval-des-Rapides","Chien","Tao","Chiens nains","pékinois","pékinois","Mâle","brun","0000-00-00","0","0","0","0","0"
"176246","2019-04-05","2020-04-05","Sainte-Dorothée","Chien","Bella","Chiens nains","Bichon maltais","Terrier du Yorkshire","Femelle","Blanc","2019-01-02","0","0","0","1","0"
"161696","2019-10-02","2020-10-02","Pont-Viau","Chien","Timothy","Chiens nains","Terrier du Yorkshire","","Mâle","Beige","2007-07-20","0","1","0","0","0"
"168987","2019-10-24","2020-10-24","Chomedey","Chien","Rambo","Chiens nains","poméranien","","Mâle","Brun","2017-11-01","0","1","2,7","1","0"
"60422","2019-01-28","2020-01-27","Vimont","Chat","Nounous","","","","Mâle","tigré brun","2014-11-15","1","1","9","1","0"
"66831","2019-04-23","2020-04-23","Sainte-Rose","Chat","Praline","","","Autre","Femelle","Noire","2018-04-20","1","1","2,5","1","0"
"160547","2019-12-17","2020-12-17","Fabreville","Chien","Maxou","Chiens de compagnie","Shih Tzu","","Mâle","Blanc et noir","2005-05-16","0","1","3,4","0","0"
"169446","2019-08-08","2020-08-08","Sainte-Dorothée","Chien","Wilson","Chiens de sport","retriever doré","retriever labrador","Mâle","Blond-brun","2010-01-01","1","1","34,01","1","0"
"173157","2019-05-27","2020-05-26","Chomedey","Chien","Cosmo","Chiens de berger","Berger Shetland","","Mâle","tricolore","2013-08-01","0","1","22","0","0"
"177088","2019-07-23","2020-07-23","Fabreville","Chien","Happy","Chiens de sport","retriever doré","","Mâle","noir","2018-10-05","0","1","25","1","0"
"167279","2019-05-02","2020-05-01","Fabreville","Chien","Baco","Chiens de sport","retriever labrador","Berger portugais","Mâle","Noir","2014-11-04","1","1","30","1","0"
"66615","2019-06-18","2020-06-18","Fabreville","Chat","Guimauve","","","Autre","Mâle","Blanc","2018-05-17","0","0","0","1","0"
"67858","2019-08-23","2020-08-23","Chomedey","Chat","Wooki","","","","Mâle","Creme Tabby","2007-11-08","1","1","12","1","0"
"68567","2019-12-18","2020-12-18","Vimont","Chat","Petrus","","","Autre","Mâle","Gris et blanc","2018-05-31","0","1","0","0","0"
"177285","2019-07-03","2020-07-03","Sainte-Rose","Chien","Léo","Chiens de berger","Bouvier australien courte queue","","Mâle","Tricolore","2018-12-05","1","1","14","1","0"
"67347","2019-03-14","2020-03-12","Sainte-Rose","Chat","Simba","","","Autre","Mâle","Tabby brun","2018-11-10","0","1","3","1","0"
"174922","2019-11-14","2020-07-03","Auteuil","Chien","Perun","Indéterminé","Pitbull","","Mâle","Brun","2019-05-11","0","0","3,5","1","0"
"173272","2019-05-21","2020-05-20","Fabreville","Chien","Mia","Chiens de travail","Husky sibérien","Autre","Femelle","beige","2012-01-01","1","1","0","1","0"
"67509","2019-06-04","2020-06-04","Sainte-Rose","Chat","Venus","","","","Femelle","Gris","2011-08-12","1","1","7","1","0"
"163966","2019-07-31","2020-07-31","Duvernay","Chien","Mow Mow","Chiens de compagnie","Shih Tzu","Bichon maltais","Mâle","Blanc beige","2017-09-09","0","1","16","1","0"
"176163","2019-02-18","2020-02-18","Sainte-Rose","Chien","Klaus","Chiens de travail","Husky sibérien","rottweiler","Mâle","noir feu","2012-04-12","1","1","49,89","1","0"
"163852","2019-05-17","2020-05-16","Saint-François","Chien","Charlot","Chiens nains","coton de Tuléar","","Mâle","Blanc","2017-06-30","0","1","4","1","0"
"174866","2019-11-07","2020-11-07","Laval-Ouest","Chien","Dora","Indéterminé","Pitbull","Autre","Femelle","grise","2017-05-07","0","1","0","0","0"
"68452","2019-11-26","2020-11-26","Chomedey","Chat","Grisgris","","","Autre","Femelle","Grise","2011-06-24","0","0","4","0","0"
"172672","2019-04-05","2020-04-04","Vimont","Chien","Nanuq","Chiens de travail","samoyède","","Femelle","Blanche","0000-00-00","0","1","30","1","0"
"174447","2019-10-24","2020-10-24","Vimont","Chien","Nouki","Chiens nains","Bichon maltais","Terrier du Yorkshire","Mâle","","0000-00-00","0","0","0","0","0"
"162444","2019-05-03","2020-05-02","Saint-Vincent-de-Paul","Chien","Maximus","Lévriers et chiens courants","Beagle","Autre","Mâle","Blanc/Brun/Noir","2009-03-01","1","1","13,15","1","0"
"162476","2019-02-15","2020-02-15","Sainte-Dorothée","Chien","Buster","Chiens de travail","Husky sibérien","","Mâle","Beige","2012-01-16","1","1","29","1","0"
"166205","2019-06-26","2020-06-26","Fabreville","Chien","Chanel","Chiens de travail","Akita","retriever labrador","Femelle","Noir","2009-01-01","0","1","31,8","0","0"
"174945","2019-07-24","2020-07-23","Chomedey","Chien","Lucky","Chiens nains","chihuahua a poil court","Autre","Mâle","blond","2016-07-01","1","0","6","0","0"
"171803","2020-01-06","2021-01-06","Sainte-Rose","Chien","Cookie","Chiens de compagnie","Shih Tzu","Autre","Mâle","Blond","2007-01-01","1","1","5,89","1","0"
"173912","2019-08-16","2020-08-16","Laval-des-Rapides","Chien","Maya","Terriers","schnauzer nain","Autre","Femelle","Gris","2007-01-01","1","1","7","0","0"
"174010","2019-09-06","2020-09-06","Sainte-Dorothée","Chien","Zola","","Golden Doodle","","Femelle","crème","2019-04-21","1","1","14","1","0"
"173982","2019-08-23","2020-08-22","Saint-Vincent-de-Paul","Chien","Winston","Chiens de berger","Berger anglais","Caniche moyen","Mâle","Blanc et noir","2019-06-11","0","0","8","0","0"
"174093","2019-09-25","2020-09-25","Saint-François","Chien","Rocky","Chiens nains","chihuahua a poil court","","Mâle","Beige","2010-01-01","0","0","2","1","0"
"61276","2019-07-05","2020-07-03","Pont-Viau","Chat","Cocotte","","","","Femelle","Gris","2014-01-01","0","1","4,1","1","0"
"176880","2019-04-25","2020-04-24","Laval-des-Rapides","Chien","Maxou","Chiens de compagnie","Caniche moyen","Autre","Mâle","Tricolor (BLANC-CARAMEL- GRIS)","2018-09-13","0","0","4","1","0"
"177827","2019-12-20","2020-12-20","Chomedey","Chien","billie","Chiens nains","Caniche nain","","Mâle","Abricot","2019-01-30","0","1","3","1","0"
"172532","2019-03-20","2020-03-18","Saint-François","Chien","Suzy","Chiens de berger","Berger Allemand","retriever labrador","Femelle","brune","2015-01-01","0","1","45","1","0"
"66748","2019-08-06","2020-08-06","Sainte-Rose","Chat","Virgule","","","","Mâle","Gris","2009-01-01","1","1","7","1","0"
"67982","2019-09-22","2020-09-22","Pont-Viau","Chat","Fuzz le pharaon","","","Autre","Mâle","gris","0000-00-00","0","1","0","0","0"
"172985","2019-05-24","2020-05-24","Sainte-Dorothée","Chien","Rex","Chiens de berger","Berger Allemand","","Mâle","sable","2013-04-01","1","0","45","0","0"
"66612","2019-06-17","2020-06-16","Chomedey","Chat","Luna","","","Autre","Femelle","noir orange(calico)","2019-01-15","1","1","2","1","0"
"177332","2019-07-07","2020-07-06","Vimont","Chien","Bueno","Chiens de travail","Malamute d'Alaska","","Femelle","Noir blanc","2017-10-22","0","1","52","1","0"
"174778","2019-11-01","2020-11-01","Vimont","Chien","Gus","Chiens nains","Carlin","chihuahua a poil court","Mâle","beige","2015-12-25","1","0","10","0","0"
"172616","2019-04-23","2020-04-23","Sainte-Dorothée","Chien","Muffin","Chiens nains","Carlin","schnauzer nain","Mâle","Noir et gris","2007-01-01","1","1","9","0","0"
"173866","2019-08-14","2020-08-14","Sainte-Dorothée","Chien","Gamine","Chiens nains","Terrier du Yorkshire","","Femelle","","0000-00-00","0","0","0","1","0"
"171911","2019-06-05","2020-06-05","Duvernay","Chien","Roni","Chiens nains","Lévrier italien","Autre","Mâle","fauve","2014-01-15","0","1","6","1","0"
"161387","2019-08-22","2020-08-22","Chomedey","Chien","Mozart décédé","Chiens de travail","St-Bernard","","Mâle","blanc et brun ","0000-00-00","0","0","96","0","0"
"68255","2019-11-05","2020-11-05","Duvernay","Chat","Rosie","","","Autre","Femelle","Grise","2019-04-01","1","1","3","1","0"
"172633","2019-05-06","2020-05-06","Auteuil","Chien","Gaia","Lévriers et chiens courants","Dachshound teckel nain a poil court","","Femelle","Chocolat et feu","2019-02-20","1","1","1","1","0"
"171361","2019-10-03","2020-10-03","Laval-Ouest","Chien","Shiloh","Lévriers et chiens courants","Foxhound américain","Autre","Mâle","Brun","2008-01-01","1","1","36","0","0"
"67228","2019-03-06","2020-03-05","Saint-François","Chat","Mousse","","","","Mâle","Brun/beige","0000-00-00","0","1","0","1","0"
"167777","2019-10-15","2020-10-15","Duvernay","Chien","Pepa","Chiens de compagnie","Shih Tzu","Terrier du Yorkshire","Femelle","","0000-00-00","0","1","0","1","0"
"176391","2019-03-29","2020-03-29","Chomedey","Chien","Cookie","Chiens nains","Bichon maltais","","Mâle","Blanc","2018-08-01","0","1","1","1","0"
"174499","2019-10-21","2020-10-21","Chomedey","Chien","Coco","Chiens de berger","Berger australien","","Femelle","Tricolor","2019-08-07","0","0","7","1","0"
"165872","2019-06-18","2020-06-18","Vimont","Chien","Tina","Chiens de berger","Berger Allemand","retriever labrador","Femelle","Noir","2010-08-01","1","1","46","1","0"
"177551","2019-11-25","2020-11-24","Vimont","Chien","Brandy","Chiens nains","Terrier du Yorkshire","Autre","Femelle","Gris foncé et pâle","2012-01-01","0","1","4,53","0","0"
"162616","2019-05-31","2020-05-31","Sainte-Rose","Chien","Kimo","Chiens de travail","Husky sibérien","","Mâle","roux-blanc","2011-10-20","1","1","40,8","1","0"
"173984","2019-08-23","2020-08-22","Pont-Viau","Chien","Muffy","Chiens de compagnie","Caniche moyen","","Mâle","Brun","2008-01-10","0","1","0","1","0"
"173582","2019-07-17","2020-07-16","Fabreville","Chien","Naia","Chiens de travail","Doberman Pinscher","","Femelle","Noir feu","2016-01-23","0","1","4","1","0"
"63844","2019-03-15","2020-03-15","Fabreville","Chat","Caramel","","","","Femelle","Roux et blanc","2012-03-01","0","1","5,3","1","0"
"67448","2019-05-12","2020-05-12","Fabreville","Chat","Mitaine","","","Autre","Femelle","Tabby blanc","2010-11-01","0","0","5","1","0"
"173333","2019-05-28","2020-05-28","Sainte-Dorothée","Chien","Lucky","Chiens nains","Caniche nain","","Mâle","Noir","2009-02-22","1","1","5","0","0"
"66958","2019-03-12","2020-03-12","Auteuil","Chat","Griboule","","","","Femelle","Tricolore","2013-10-16","0","1","0","0","0"
"173520","2019-07-09","2020-07-07","Duvernay","Chien","Bobby","Chiens de compagnie","Shih Tzu","","Mâle","Beige et brun","2016-06-20","1","1","9,6","1","0"
"164156","2019-05-08","2020-05-08","Fabreville","Chien","Fiona","Chiens nains","Terrier du Yorkshire","Autre","Inconnu","fauve","2011-09-09","1","1","0","0","0"
"67688","2019-05-13","2020-05-12","Duvernay","Chat","Betty","","","","Femelle","Gris","2010-01-01","1","1","5","1","0"
"68197","2019-10-23","2020-01-15","Laval-des-Rapides","Chat","Mao","","","","Mâle","Tabby","2005-03-18","1","1","4,8","1","0"
"174472","2019-10-17","2020-10-17","Duvernay","Chien","Blanco","Terriers","Terrier blanc du West Highland","","Mâle","Blanc","2009-07-29","1","1","7","1","0"
"163359","2019-03-27","2020-03-27","Fabreville","Chien","Lili","Chiens de compagnie","Caniche moyen","Autre","Femelle","Gris","2011-01-01","1","1","14","1","0"
"177077","2019-07-03","2020-07-03","Sainte-Rose","Chien","Hershey","Chiens de sport","retriever labrador","","Mâle","Brun","2017-02-23","1","1","38","1","0"
"163225","2019-08-16","2020-08-16","Saint-François","Chien","Lili-Rose","Chiens nains","Bichon maltais","","Femelle","Grise et beige","2017-10-23","0","1","4","0","0"
"163346","2019-03-27","2020-03-27","Auteuil","Chien","Judis","Chiens nains","chihuahua a poil court","","Mâle","Beige","2011-11-22","0","0","3","0","0"
"67834","2019-12-19","2020-12-19","Chomedey","Chat","Pizza","","","","Femelle","Gris","2018-08-09","0","1","0","1","0"
