"Permis_Numéro","Permis_Date_de_début","Permis_Date_de_fin","Gardien_Territoire_ex_villes","Animal_Type_de_permis","Animal_Nom","Animal_Catégorie_race_primaire_de_chiens","Animal_Race_primaire_des_chiens","Animal_Race_croisé_des_chiens","Animal_Sexe","Animal_Couleur","Animal_Date_de_naissance","Animal_Vaccination","Animal_Stérilisation","Animal_Poids_kg","Animal_Micropuce","Animal_Potentiellement_dangereux"
"174827","2019-11-05","2020-11-05","Duvernay","Chien","Atout","","Labernois","","Femelle","noir","2019-08-30","0","0","6","1","0"
"167762","2019-06-12","2020-06-12","Chomedey","Chien","Ginna","Chiens de compagnie","Shih Tzu","Terrier du Yorkshire","Femelle","Noir","2012-05-01","1","1","3,2","0","0"
"175295","2019-11-22","2020-11-22","Sainte-Rose","Chien","Valentin","Chiens de compagnie","Shih Tzu","","Mâle","Blanc noir gris","2009-02-14","0","1","5","1","0"
"174064","2019-09-09","2020-09-09","Saint-François","Chien","Fluppy","Chiens nains","Bichon maltais","Autre","Femelle","blanc","2003-06-30","1","0","9,5","0","0"
"174755","2019-10-31","2020-10-31","Fabreville","Chien","Snow","Chiens de travail","Husky sibérien","samoyède","Femelle","Noir et blanc","2019-05-10","0","0","16","0","0"
"68335","2019-11-03","2020-11-03","Chomedey","Chat","La poune","","","","Femelle","Grise et blanc","2016-06-10","0","1","5","0","0"
"168392","2019-05-31","2020-05-31","Sainte-Dorothée","Chien","Poukie","Chiens nains","Caniche nain","","Femelle","Noir","2004-04-01","0","1","0","0","0"
"164903","2019-06-03","2020-06-03","Laval-des-Rapides","Chien","Rosie","Chiens nains","Chien chinois à crête","Inconnu","Femelle","noir et blanc","2009-04-09","0","1","5,44","0","0"
"174477","2019-10-17","2020-10-17","Laval-des-Rapides","Chien","Poutine","Chiens de compagnie","Lhasa apso","","Mâle","Beige","2019-05-27","1","0","2","1","0"
"174139","2019-09-16","2020-09-16","Sainte-Dorothée","Chien","Betty ","Chiens de sport","Épagneul cocker anglais","","Femelle","Marron ","2011-09-04","0","0","6","1","0"
"168571","2019-09-05","2020-09-05","Laval-des-Rapides","Chien","Rex","Terriers","Terrier du révérend Russell","","Mâle","blanc et beige","2008-01-01","0","1","10,43","1","0"
"66969","2019-05-06","2020-05-06","Vimont","Chat","Tigger","","","Autre","Mâle","roux","2019-02-09","0","0","0","1","0"
"67274","2019-03-11","2020-03-09","Saint-François","Chat","Témé","","","","Femelle","Brun","0000-00-00","0","1","0","0","0"
"170817","2019-12-19","2020-12-19","Chomedey","Chien","Bambou","Chiens de berger","Berger Shetland","","Mâle","Tricolore","2009-10-13","0","1","15,3","0","0"
"63505","2019-06-10","2020-06-10","Chomedey","Chat","Tigger","","","","Mâle","Gris","2003-09-16","0","1","8","0","0"
"171801","2019-11-08","2020-11-07","Chomedey","Chien","Max","Chiens de sport","retriever labrador","","Mâle","Beige","2012-05-06","1","0","40","1","0"
"167819","2019-07-31","2020-07-29","Fabreville","Chien","Lili","Chiens nains","Caniche nain","Autre","Femelle","Noir","2004-03-13","1","1","4,53","1","0"
"174913","2019-11-13","2020-11-13","Sainte-Dorothée","Chien","Tylou","Lévriers et chiens courants","Beagle","Carlin","Mâle","roux ","2009-07-27","0","1","0","1","0"
"169132","2019-04-18","2020-04-17","Sainte-Dorothée","Chien","Windy","Chiens de sport","retriever labrador","Bouvier bernois","Mâle","Blond et blanc","2016-05-22","0","1","33,6","1","0"
"65790","2019-05-02","2020-05-02","Duvernay","Chat","Gizmo","","","Autre","Femelle","Écaille de tortue","2017-09-29","1","1","2","1","0"
"174404","2019-10-04","2020-10-03","Laval-des-Rapides","Chien","Taz","Indéterminé","Pitbull","","Mâle","","2011-05-13","0","1","38,6","1","0"
"64932","2019-06-14","2020-06-14","Chomedey","Chat","Félix","","","","Mâle","Noir et blanc","2016-12-01","0","1","1,75","1","0"
"177118","2019-07-05","2020-07-03","Sainte-Rose","Chien","Koby","Chiens nains","Terrier du Yorkshire","Autre","Mâle","noir et feu","2018-12-24","1","1","3","1","0"
"164035","2019-04-16","2020-04-16","Sainte-Rose","Chien","Cookie","Chiens de sport","Épagneul cocker américain","Caniche moyen","Mâle","Noir","2008-03-14","0","1","13,6","0","0"
"176193","2019-03-06","2020-03-06","Saint-François","Chien","Maya","Chiens de sport","retriever labrador","Autre","Femelle","Noir","2006-02-14","0","1","33","1","0"
"65089","2019-07-16","2020-07-14","Sainte-Rose","Chat","Minie","","","","Femelle","Noir","2009-01-01","1","1","9","1","0"
"173666","2019-07-31","2020-07-29","Fabreville","Chien","Hero","Chiens de sport","retriever labrador","","Mâle","noir","2015-08-28","1","1","40","1","0"
"164533","2019-06-12","2020-06-11","Laval-des-Rapides","Chien","Café","Chiens de compagnie","Shih Tzu","Autre","Mâle","beige blanc","2010-01-01","1","0","0","0","0"
"161685","2019-10-21","2020-10-21","Sainte-Rose","Chien","Moretta","Chiens de sport","retriever labrador","","Inconnu","noir","0000-00-00","0","0","22,67","0","0"
"174411","2019-10-06","2020-10-06","Chomedey","Chien","Dave","Chiens de compagnie","chow chow","Akita","Mâle","Noir","2010-05-10","0","1","31,8","1","0"
"169316","2019-08-30","2020-08-30","Laval-Ouest","Chien","Marley","Chiens de sport","retriever labrador","Autre","Mâle","Noir","2009-01-16","0","1","49,9","0","0"
"177033","2019-06-14","2020-06-14","Fabreville","Chien","Mini-Fee","Chiens nains","Bichon maltais","","Femelle","Blanc","2010-07-04","1","1","5","1","0"
"60781","2019-08-26","2020-08-26","Duvernay","Chat","Jimmy","","","","Mâle","Gris","2013-08-01","1","1","4,08","0","0"
"65312","2019-07-11","2020-07-09","Fabreville","Chat","percy","","","","Mâle","noir ","2015-05-01","0","1","4","0","0"
"172445","2019-09-27","2020-09-27","Saint-François","Chien","Sheila","Chiens nains","Terrier du Yorkshire","","Femelle","Blond gris","2011-09-07","0","1","3","1","0"
"174586","2019-10-08","2020-10-08","Auteuil","Chien","Stella","Chiens de travail","Boxer","Husky sibérien","Femelle","Beige","2010-01-19","1","1","32","0","0"
"61614","2019-05-01","2020-05-01","Sainte-Dorothée","Chat","Cookie","","","","Femelle","Gris","2014-09-01","1","1","3,5","1","0"
"176337","2019-02-22","2020-02-22","Vimont","Chien","Windy","Chiens de compagnie","Shih Tzu","Lhasa apso","Femelle","Beige","2011-11-30","0","1","7","1","0"
"68160","2019-10-17","2020-10-17","Saint-François","Chat","Stella","","","Autre","Mâle","Noir et blanc","2013-06-29","0","1","0","1","0"
"63482","2019-10-18","2020-10-18","Laval-Ouest","Chat","Gemstone","","","","Inconnu","Blanc","2014-01-01","1","1","4,08","1","0"
"68407","2019-12-11","2020-12-11","Laval-Ouest","Chat","Flame","","","Autre","Mâle","Gris et blanc ","2019-08-22","0","1","0","1","0"
"68448","2019-12-09","2020-12-09","Pont-Viau","Chat","Frimousse","","","Autre","Mâle","gris","2005-06-29","0","1","7","0","0"
"67139","2019-06-10","2020-06-10","Duvernay","Chat","Ksi Ksi","","","Autre","Femelle","Gris","2013-05-16","1","1","0","1","0"
"171066","2019-11-27","2020-11-27","Sainte-Rose","Chien","Fiona","Chiens de travail","Leonberger","Autre","Femelle","beige et noir","2017-05-10","1","1","20","1","0"
"177477","2019-09-04","2020-09-04","Chomedey","Chien","Céleste","Chiens de compagnie","Bouledogue français","","Femelle","noir","2018-11-21","0","1","8","1","0"
"62230","2019-05-06","2020-05-06","Chomedey","Chat","Bleuet","","","","Mâle","Gris","2011-12-01","1","1","0","1","0"
"165206","2019-05-16","2020-05-16","Chomedey","Chien","Biscuit","Chiens nains","chihuahua a poil court","Autre","Femelle","noir feu","2016-12-31","1","1","1,81","1","0"
"167300","2019-08-20","2020-08-20","Vimont","Chien","Charlie","Chiens de berger","corgi gallois cardigan","Autre","Mâle","Tricolor","2013-01-28","1","1","15,9","0","0"
"64841","2019-06-06","2020-06-06","Sainte-Dorothée","Chat","Pourchi","","","Autre","Mâle","Gris","2017-10-01","1","0","0","0","0"
"68346","2019-11-04","2020-11-04","Vimont","Chat","Léo ","","","Autre","Mâle","tabby","2009-08-07","0","0","0","0","0"
"167092","2019-05-24","2020-05-23","Laval-Ouest","Chien","Lili","Chiens nains","Terrier du Yorkshire","Autre","Femelle","noire feu","2008-12-01","1","1","4,6","1","0"
"174114","2019-09-12","2020-09-12","Saint-François","Chien","Miko ","Chiens de berger","Berger Shetland","Autre","Mâle","tricolore","2016-07-31","0","0","0","1","0"
"177910","2020-01-07","2021-01-07","Chomedey","Chien","Lily","Chiens de compagnie","Shih Tzu","","Femelle","beige","2015-10-04","1","1","2,5","1","0"
"176483","2019-08-26","2020-08-26","Chomedey","Chien","Anakin","Chiens nains","chihuahua a poil court","Terrier a poil soyeux","Mâle","noir et beige","2018-10-05","0","1","6","1","0"
"67218","2019-02-27","2020-02-27","Fabreville","Chat","Babouche","","","","Femelle","tigré beige","2006-10-06","1","1","5,44","0","0"
"163506","2019-11-07","2020-11-05","Duvernay","Chien","Freyja","Chiens de sport","retriever doré","","Femelle","blonde","0000-00-00","1","1","32","1","0"
"60241","2019-04-17","2020-04-17","Sainte-Dorothée","Chat","Misty","","","","Femelle","Tigré","2011-08-21","1","1","7","1","0"
"166804","2019-07-23","2020-07-21","Auteuil","Chien","Willly","","Autre","Autre","Mâle","blond","2016-12-09","0","0","19,5","1","0"
"67568","2019-05-29","2020-05-28","Sainte-Dorothée","Chat","Hermione","","","Autre","Femelle","Tabby brun","2018-07-01","0","1","0","1","0"
"167365","2019-02-11","2020-02-10","Sainte-Dorothée","Chien","Tonnerre","Chiens de sport","retriever labrador","","Mâle","Noir","2012-06-29","0","1","27","1","0"
"174029","2019-09-10","2020-09-10","Vimont","Chien","Doudounne","Chiens de travail","St-Bernard","","Femelle","Blanc roux","2013-02-01","1","0","59","0","0"
"166964","2019-09-04","2020-09-04","Vimont","Chien","Mika","Chiens de sport","retriever labrador","Inconnu","Femelle","noir","2014-10-30","0","1","213","0","0"
"177473","2019-09-04","2020-09-04","Auteuil","Chien","Pétrus","Chiens de berger","Berger australien","","Mâle","Tricolore","2014-03-31","0","0","5","0","0"
"177750","2019-12-18","2020-12-18","Pont-Viau","Chien","Arya ","Chiens de compagnie","Dalmatien","Autre","Femelle","blanc et noir ","2019-09-08","0","0","0","0","0"
"66618","2019-06-18","2020-06-18","Sainte-Dorothée","Chat","Minoune","","","Autre","Femelle","Grise","0000-00-00","1","1","3","1","0"
"67314","2019-02-27","2020-02-26","Chomedey","Chat","Tiffany","","","Autre","Mâle","Orange","2008-09-13","0","1","3","0","0"
"167243","2019-06-06","2020-06-05","Duvernay","Chien","Dali","Chiens de berger","Border Colley","","Mâle","Tricolor","2014-10-26","0","1","35,8","1","0"
"68068","2019-11-04","2020-11-04","Auteuil","Chat","Milou","","","Autre","Mâle","Roux","2012-01-27","1","0","5","0","0"
"66225","2019-12-19","2020-12-19","Duvernay","Chat","Maximilien","","","","Mâle","Gris","2008-02-15","0","1","6","0","0"
"177668","2019-12-09","2020-12-09","Vimont","Chien","tracy","Chiens de compagnie","Shih Tzu","Autre","Femelle","beige","2012-04-20","0","0","0","1","0"
"173498","2019-06-06","2020-06-05","Vimont","Chien","Leila","Chiens nains","chihuahua a poil court","","Femelle","blanc et beige","2014-06-05","0","1","5","1","0"
"67888","2019-09-25","2020-09-25","Chomedey","Chat","Bilbo","","","","Mâle","Roux et blanc","2015-06-14","1","0","4","1","0"
"174837","2019-11-05","2020-11-05","Vimont","Chien","Baily","Lévriers et chiens courants","Dachshound teckel nain a poil court","","Femelle","tricolor","2017-09-04","0","1","4","0","0"
"169355","2019-08-20","2020-08-20","Saint-François","Chien","Happy","Chiens nains","chihuahua a poil court","","Mâle","blanc et noir","2014-05-01","0","1","3,17","1","0"
"161162","2019-03-12","2020-03-11","Saint-Vincent-de-Paul","Chien","Maya","Chiens de compagnie","Shih Tzu","","Femelle","","2008-06-01","0","1","0","1","0"
"164746","2019-04-26","2020-04-26","Sainte-Rose","Chien","Alice","Chiens de sport","Braque français Gascogne","","Femelle","","0000-00-00","0","1","0","1","0"
"166450","2019-05-13","2020-05-12","Duvernay","Chien","Charlotte","Chiens de sport","Épagneul français","Autre","Femelle","blanc et brun ","2009-04-05","1","1","20","1","0"
"175444","2020-01-03","2021-01-02","Saint-François","Chien","Skye","Chiens de berger","Border Colley","Autre","Femelle","noir et blanc","2018-10-26","0","1","4","1","0"
"172805","2019-04-30","2020-04-29","Sainte-Rose","Chien","Noisette","Chiens de berger","Berger Allemand","Husky sibérien","Femelle","brun et noir","2008-04-15","0","1","31","1","0"
"66464","2019-06-13","2020-06-13","Auteuil","Chat","Ti-riz","","","","Mâle","Blanc et noir","2014-06-22","1","1","5","1","0"
"177607","2019-12-02","2020-06-17","Laval-des-Rapides","Chien","Rocky","Chiens de sport","retriever doré","","Mâle","Beige et brun","2018-10-12","1","0","0","1","0"
"62881","2019-08-13","2020-08-13","Saint-Vincent-de-Paul","Chat","Chatouille","","","","Femelle","Tigrée","2009-01-01","0","1","5,4","1","0"
"62691","2019-05-07","2020-05-07","Duvernay","Chat","Sunny (Youry)","","","Autre","Mâle","Roux et blanc","2014-12-22","1","1","5,5","1","0"
"164642","2019-09-16","2020-09-16","Sainte-Rose","Chien","Dixi","Chiens de compagnie","Shih Tzu","","Mâle","Gris","2007-08-01","0","1","0","1","0"
"66764","2019-02-21","2020-02-20","Laval-des-Rapides","Chat","Trésor","","","Autre","Femelle","écaille de tortue","2018-08-28","0","1","2","1","0"
"168215","2019-09-09","2020-09-09","Fabreville","Chien","Bella","Chiens nains","Terrier du Yorkshire","Bichon maltais","Femelle","Blanche et Beige","2017-01-01","0","1","4,1","0","0"
"172831","2019-05-12","2020-05-11","Saint-Vincent-de-Paul","Chien","Tchico","Chiens de compagnie","Lhasa apso","Autre","Mâle","Blanc Beige","2014-04-15","0","1","13","1","0"
"61118","2019-03-15","2020-03-14","Fabreville","Chat","Molly","","","","Femelle","Blanc/Beige/Gris","2016-05-17","1","1","4,4","1","0"
"161440","2019-01-28","2020-01-27","Auteuil","Chien","Jack","Terriers","Terrier du révérend Russell","","Mâle","Blanc","2009-05-05","0","1","10","1","0"
"65753","2019-09-18","2020-09-18","Chomedey","Chat","Sima","","","","Femelle","","2015-05-10","0","1","4","0","0"
"67618","2019-05-21","2020-05-21","Sainte-Dorothée","Chat","Balam","","","","Mâle","Noir","2013-01-01","1","1","5","1","0"
"163951","2019-03-06","2020-03-06","Auteuil","Chien","Zezette","Chiens nains","Carlin","Inconnu","Femelle","Noir","2014-01-01","0","1","30","1","0"
"176225","2019-04-23","2020-04-23","Fabreville","Chien","Rafale","Chiens de berger","Berger Allemand","","Femelle","Noir feux","2018-12-30","1","0","12,2","1","0"
"173122","2019-05-23","2020-05-22","Sainte-Rose","Chien","Yukon","Lévriers et chiens courants","Beagle","Autre","Mâle","noir","2010-03-01","1","1","24","0","0"
"175491","2019-12-23","2020-12-23","Laval-Ouest","Chien","Tango Tootsie","Chiens nains","chihuahua a poil court","","Mâle","gris/blanc","2010-12-20","1","1","2,72","1","0"
"62977","2019-05-02","2020-05-02","Duvernay","Chat","Timi","","","","Femelle","Gris","2009-01-01","1","1","6,4","1","0"
"164929","2019-06-27","2020-06-27","Chomedey","Chien","Happy","Lévriers et chiens courants","Dachshound teckel nain a poil dur","chihuahua a poil long","Femelle","Brun","2010-07-04","1","1","5,8","1","0"
"66393","2019-02-11","2020-02-10","Chomedey","Chat","Lollita","","","","Femelle","Marbré","2016-12-13","0","1","2","1","0"
"176817","2019-03-12","2020-03-10","Fabreville","Chien","Patate","Chiens de sport","retriever labrador","Autre","Femelle","Brun","2013-08-10","1","0","31,75","1","0"
"62857","2019-06-05","2020-06-05","Auteuil","Chat","Jack ","","","","Mâle","beige","2010-12-29","0","1","48","1","0"
"164622","2019-05-08","2020-05-08","Chomedey","Chien","Ghita","Chiens nains","Bichon maltais","","Femelle","Blanc","2012-04-02","0","1","2","1","0"
"165804","2019-07-16","2020-07-15","Laval-Ouest","Chien","Nelly","Terriers","schnauzer nain","","Femelle","Noir et gris","2016-07-25","0","1","7","1","0"
"170034","2019-10-23","2020-10-23","Vimont","Chien","Bella","Chiens nains","Bichon maltais","Terrier du Yorkshire","Femelle","","2010-09-11","0","1","7","1","0"
"66869","2019-03-06","2020-03-06","Chomedey","Chat","Zoya","","","","Femelle","tabby gris","2014-06-01","0","1","2,8","0","0"
"171009","2019-11-12","2020-11-12","Sainte-Rose","Chien","Riki","Chiens de compagnie","Shih Tzu","Lhasa apso","Mâle","charbon/beige","2005-12-05","1","1","6,5","1","0"
"170668","2019-09-03","2020-09-02","Chomedey","Chien","Leyla","Chiens nains","chihuahua a poil court","","Femelle","tricolore","2013-09-01","0","1","2","1","0"
"173474","2019-06-21","2020-06-21","Chomedey","Chien","Ruby","Chiens de compagnie","Lhasa apso","Shih Tzu","Inconnu","Gris et noir","2011-11-28","0","1","4","1","0"
"172599","2019-04-05","2020-04-05","Vimont","Chien","Ginger Rogers","Chiens de berger","Berger Shetland","","Femelle","Sable blanc","2013-11-01","0","1","8","1","0"
"68495","2019-12-06","2020-12-06","Sainte-Rose","Chat","Mity","","","Autre","Mâle","Gris","2014-10-01","0","1","3","1","0"
"166656","2019-07-04","2020-07-04","Laval-Ouest","Chien","Harley","Chiens nains","Terrier du Yorkshire","","Mâle","fauve et noir","2014-03-01","1","1","2","1","0"
"62496","2019-04-11","2020-04-11","Chomedey","Chat","Maggie","","","","Femelle","Tabby Grise","2010-08-08","1","1","6,29","1","0"
"68308","2019-10-31","2020-10-31","Fabreville","Chat","Pikashu","","","Autre","Mâle","Tabby gris ","2015-09-01","0","1","4","0","0"
"60773","2019-08-22","2020-08-22","Laval-des-Rapides","Chat","Macha","","","","Femelle","Maron","2004-01-01","1","0","4,53","0","0"
"176624","2019-01-22","2020-01-22","Sainte-Rose","Chien","Kira","Chiens de travail","Boxer","Terrier de Boston","Femelle","Bringé","2016-01-01","1","1","18","1","0"
"169644","2020-01-10","2021-01-10","Fabreville","Chien","Charlot","Chiens de sport","Épagneul breton","","Mâle","Beige","2015-06-23","0","1","11,3","1","0"
"61015","2019-10-09","2020-10-09","Fabreville","Chat","Frisson","","","Autre","Mâle","noir blanc","2013-07-03","0","1","0","1","0"
"62464","2019-05-03","2020-05-03","Chomedey","Chat","Mickey","","","","Mâle","Noir et blanc","2013-06-06","1","1","9,5","0","0"
"62324","2019-04-03","2020-04-02","Laval-des-Rapides","Chat","Jasmine","","","","Femelle","Noir","2006-01-01","1","1","0","1","0"
"165389","2019-05-08","2020-05-08","Fabreville","Chien","Leslie","Chiens de travail","rottweiler","","Femelle","noir et fauve","2015-03-26","1","1","50","1","0"
"161093","2019-12-11","2020-12-11","Fabreville","Chien","Bizou","Chiens nains","chihuahua a poil court","Terrier du Yorkshire","Femelle","Blonde","2015-10-16","0","1","0","1","0"
"172062","2019-10-31","2020-10-31","Saint-Vincent-de-Paul","Chien","Zak","Chiens de sport","Épagneul cocker anglais","Autre","Mâle","Noir","2011-03-15","1","1","12","1","0"
